,final_train_scores,final_train_scores_std,final_val_scores,final_fit_times,final_fit_times_std,final_score_times,final_score_times_std
0,1.0,0.0,0.5465012254901961,0.2744800090789795,0.0019473309519941959,0.0012284278869628905,9.642769798195273e-05
1,0.7274509803921569,0.025490196078431372,0.5864093137254902,0.14714546203613282,0.009250524341203256,0.0013052940368652344,1.786797337799841e-05
2,0.9287581699346406,0.0038110796698335577,0.6059405637254902,0.5471647262573243,0.0073117089188325405,0.0011513710021972656,0.0001322848378636581
3,0.7212713936430318,0.02876369910973643,0.6231587009803922,0.35766892433166503,0.098407991444932,0.0012887477874755859,1.5435536257284526e-05
4,0.8833659491193737,0.012038009001353966,0.6137837009803921,0.8463149547576905,0.009733524387422119,0.0012488842010498046,0.00013721882180423145
5,0.765742251223491,0.02271230575394077,0.6177022058823529,0.7295764923095703,0.16222221513617488,0.00128326416015625,1.487976445376746e-05
6,0.8541899441340781,0.009331448652787715,0.631014093137255,1.154954481124878,0.006027412546204975,0.0013012886047363281,9.920906196385946e-05
7,0.749877750611247,0.04067507411600001,0.6317708333333333,0.8205491065979004,0.346607002382647,0.0013204097747802734,2.9367672418336823e-05
8,0.8376086956521739,0.006791521457310125,0.6435110294117647,1.451349925994873,0.016788956158988785,0.0013014793395996094,9.45013054577989e-05
9,0.8013685239491691,0.018187072890803884,0.6638296568627451,1.4990424633026123,0.30076661355132245,0.0013016223907470702,2.2195015437442005e-05
