,final_train_scores,final_train_scores_std,final_val_scores,final_fit_times,final_fit_times_std,final_score_times,final_score_times_std
0,0.7019607843137254,0.07058823529411767,0.5605484068627451,0.026865816116333006,5.2897469736534404e-05,0.004114818572998047,4.3955851738146106e-05
1,0.7215686274509804,0.03725490196078431,0.597297794117647,0.029235982894897462,0.00010626897791687494,0.004125404357910156,4.1060746441809645e-05
2,0.6712418300653594,0.036425816452530145,0.6027941176470588,0.03136358261108398,0.00022003198959611356,0.004139995574951172,4.99900939898542e-05
3,0.6909535452322738,0.03598703079310337,0.5941789215686274,0.03340878486633301,0.00022720485504873725,0.0041106224060058595,5.0977973489124635e-05
4,0.6911937377690801,0.0053090645660471645,0.5879289215686274,0.03548707962036133,0.00020111149694092278,0.00409846305847168,2.7052850942112344e-05
5,0.6727569331158239,0.00987454874415762,0.5941911764705882,0.03741698265075684,9.190897377736686e-05,0.004163217544555664,7.695661290458868e-05
6,0.6731843575418994,0.01155087884253368,0.5942218137254902,0.03938937187194824,0.00014501871564744935,0.004170799255371093,5.5221901705708925e-05
7,0.6677261613691932,0.0017966917428727414,0.6121844362745098,0.04121732711791992,0.00023531186653970315,0.0041217803955078125,2.8395242391802984e-05
8,0.6604347826086956,0.017642211795889987,0.6082843137254902,0.04304661750793457,0.0001533728466313729,0.004113292694091797,4.2559045348801154e-05
9,0.666080156402737,0.0071726046247679864,0.6348713235294118,0.04487276077270508,0.0002066149767683359,0.004086923599243164,2.488815906388961e-05
