,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.008285093307495116,0.029125118255615236,0.7608837507748861,0.6847023083918655,0.7231673171559477,0.1,1
