,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0009210586547851562,0.0060692310333251955,0.5979288856304985,0.5512254901960784,0.6085857596300795,15,0.0
