,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.004125547409057617,0.04490852355957031,0.6634093581989247,0.6333026960784314,0.6348122598864733,40,0.8
