,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.003002834320068359,0.040394830703735354,0.6281094229772302,0.6212611985062209,0.60578165374677,25,0.1
