,final_train_scores,final_train_scores_std,final_val_scores,final_fit_times,final_fit_times_std,final_score_times,final_score_times_std
0,0.7421875,0.015625,0.5982662874170391,0.002141094207763672,4.760535477160909e-05,0.005581855773925781,0.00020765390498429467
1,0.7143968871595332,0.020233463035019425,0.5939145914359243,0.0021520614624023437,4.022669034130102e-05,0.005883932113647461,3.425071884036613e-05
2,0.7428571428571429,0.014321089612561275,0.6026121785569164,0.0022307395935058593,5.904114432557327e-05,0.006127262115478515,6.867690107750688e-05
3,0.7264591439688716,0.0015564202334630297,0.6020007352798901,0.0023256778717041016,0.00010637344628988973,0.006835269927978516,0.0003512473717592
4,0.7346811819595646,0.0068570474914614685,0.6088543178344072,0.0023946285247802733,9.656575265272429e-05,0.006882524490356446,7.541848601353206e-05
5,0.7385214007782102,0.006279490758448877,0.6200518565817226,0.0024969100952148436,0.00015687771480288982,0.007084369659423828,9.660878514380218e-05
6,0.7524444444444445,0.005370242654930913,0.613811652251311,0.0024616241455078123,7.806880124502558e-05,0.0071923255920410155,5.908730103846597e-05
7,0.7533073929961089,0.01082523559785491,0.6162767748302083,0.0026032447814941405,6.264729339249304e-05,0.008276557922363282,0.00029393143643147694
8,0.7586862575626621,0.0110873761181155,0.614411485845862,0.0028234004974365236,0.0002021943842200783,0.008285856246948243,6.43003194544566e-05
9,0.7601866251944013,0.007580751232941806,0.6169075675780268,0.0027209758758544923,8.068200261616587e-05,0.008377838134765624,5.9304703389111354e-05
