,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.0023154258728027345,4.194882586450767e-05,0.0008945465087890625,4.364896606612205e-05,0.0,1,"{'ccp_alpha': 0.0, 'max_depth': 1}",0.6242236024844721,0.6024844720496895,0.5714285714285714,0.6043613707165109,0.616822429906542,0.6038640893171572,0.018092218330189216,20,-0.6038640893171572,0.018092218330189216,0.018092218330189216
1,0.0032578468322753905,2.573180493691063e-05,0.0008758068084716797,6.3592988539880125e-06,0.0,2,"{'ccp_alpha': 0.0, 'max_depth': 2}",0.5900621118012422,0.6273291925465838,0.5714285714285714,0.6043613707165109,0.6261682242990654,0.6038698941583948,0.021405092997782812,18,-0.6038698941583948,0.021405092997782812,0.021405092997782812
2,0.005982208251953125,4.3986877431015725e-05,0.0008825778961181641,3.824816633254142e-06,0.0,5,"{'ccp_alpha': 0.0, 'max_depth': 5}",0.6086956521739131,0.6211180124223602,0.6086956521739131,0.6417445482866043,0.5919003115264797,0.614430835316654,0.016517665739862172,14,-0.614430835316654,0.016517665739862172,0.016517665739862172
3,0.00933523178100586,0.00024525503535759624,0.0008892059326171875,6.107612069640364e-06,0.0,10,"{'ccp_alpha': 0.0, 'max_depth': 10}",0.6086956521739131,0.6242236024844721,0.5962732919254659,0.6043613707165109,0.632398753894081,0.6131905342388885,0.013229024741134967,15,-0.6131905342388885,0.013229024741134967,0.013229024741134967
4,0.011183738708496094,0.0006877956261876561,0.0008938312530517578,1.3102180160554968e-05,0.0,15,"{'ccp_alpha': 0.0, 'max_depth': 15}",0.6366459627329193,0.5745341614906833,0.577639751552795,0.6199376947040498,0.616822429906542,0.6051160000773979,0.024661933258925916,17,-0.6051160000773979,0.024661933258925916,0.024661933258925916
5,0.011926746368408203,0.000963865822434908,0.0008890151977539063,8.51177701442134e-06,0.0,20,"{'ccp_alpha': 0.0, 'max_depth': 20}",0.6273291925465838,0.5838509316770186,0.5714285714285714,0.6074766355140186,0.5763239875389408,0.5932818637410266,0.02104657014459066,201,-0.5932818637410266,0.02104657014459066,0.02104657014459066
6,0.012149763107299805,0.0010844102121862406,0.0008886814117431641,2.1088928592201217e-06,0.0,25,"{'ccp_alpha': 0.0, 'max_depth': 25}",0.6304347826086957,0.5807453416149069,0.5807453416149069,0.5919003115264797,0.557632398753894,0.5882916352237766,0.02384512231691595,217,-0.5882916352237766,0.02384512231691595,0.02384512231691595
7,0.012351322174072265,0.0012306027043694381,0.000907278060913086,2.0741374987187366e-05,0.0,30,"{'ccp_alpha': 0.0, 'max_depth': 30}",0.6211180124223602,0.5807453416149069,0.5683229813664596,0.5919003115264797,0.5482866043613707,0.5820746502583154,0.024304054199841586,218,-0.5820746502583154,0.024304054199841586,0.024304054199841586
8,0.012269163131713867,0.001062587550326039,0.0009159088134765625,3.372341256286114e-05,0.0,40,"{'ccp_alpha': 0.0, 'max_depth': 40}",0.6211180124223602,0.5807453416149069,0.5683229813664596,0.5919003115264797,0.5482866043613707,0.5820746502583154,0.024304054199841586,218,-0.5820746502583154,0.024304054199841586,0.024304054199841586
9,0.012388944625854492,0.001032982407171112,0.0010802745819091797,0.00012964315794489886,0.0,50,"{'ccp_alpha': 0.0, 'max_depth': 50}",0.6211180124223602,0.5807453416149069,0.5683229813664596,0.5919003115264797,0.5482866043613707,0.5820746502583154,0.024304054199841586,218,-0.5820746502583154,0.024304054199841586,0.024304054199841586
