,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0009843826293945313,0.010598182678222656,0.6236066853485205,0.6001238366130686,0.6054590570719603,20,0.005
