,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0058672428131103516,0.01916780471801758,0.7069976478494624,0.6419148284313725,0.726594293680622,1,1
