,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.001341104507446289,1.5195494651794434,0.801601447947214,0.6630453431372549,0.5939107871696623,50,0.0003
