,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.008338403701782227,0.0027750015258789064,0.7601054207586089,0.6169075675780268,0.637248322147651,20,uniform
