,avgQueryTime,avgTrainTime,avgTrainAccFinal,avgValAccFinal,finalAccuracy,param0,param1
0,0.0012939929962158202,0.3886403560638428,0.7134653147094827,0.6760434202124572,0.6640053523639607,10,0.0003
