,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.025370693206787108,0.00026980686091841743,0.008014774322509766,5.6415821154528985e-05,0.1,1,"{'C': 0.1, 'degree': 1}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
1,0.026018667221069335,0.0005580530077632713,0.008279752731323243,0.00027121743058924956,0.1,2,"{'C': 0.1, 'degree': 2}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
2,0.025611066818237306,0.00028994277789236983,0.008089256286621094,3.972611611350149e-05,0.1,3,"{'C': 0.1, 'degree': 3}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
3,0.0253598690032959,0.00026742080458249875,0.008018589019775391,6.26678325731082e-05,0.1,4,"{'C': 0.1, 'degree': 4}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
4,0.025152301788330077,0.0002542963936371027,0.008024978637695312,4.781951640156562e-05,0.1,5,"{'C': 0.1, 'degree': 5}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
5,0.026177644729614258,0.00017514424202211146,0.008145380020141601,0.00011508673989430159,0.3,1,"{'C': 0.3, 'degree': 1}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
6,0.026341772079467772,0.00011649167884086767,0.008164310455322265,0.0001442572768136391,0.3,2,"{'C': 0.3, 'degree': 2}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
7,0.028607559204101563,0.0011103010893440395,0.008913040161132812,0.00038160384323927544,0.3,3,"{'C': 0.3, 'degree': 3}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
8,0.027030754089355468,0.00026581404465282263,0.008458089828491212,7.476152785574278e-05,0.3,4,"{'C': 0.3, 'degree': 4}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
9,0.028120088577270507,0.0026257479614679056,0.008432245254516602,0.0001359648793821116,0.3,5,"{'C': 0.3, 'degree': 5}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
10,0.027093505859375,0.0006089163013054939,0.008403921127319336,7.973932100675112e-05,0.5,1,"{'C': 0.5, 'degree': 1}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
11,0.026653766632080078,0.0003803890836265627,0.008174943923950195,0.0001516412187554889,0.5,2,"{'C': 0.5, 'degree': 2}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
12,0.026472806930541992,0.0002338636649419316,0.008057308197021485,4.757903051794331e-05,0.5,3,"{'C': 0.5, 'degree': 3}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
13,0.026473617553710936,0.0002449323902367569,0.008011102676391602,1.960664869557958e-05,0.5,4,"{'C': 0.5, 'degree': 4}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
14,0.026549243927001955,0.00019665111275988959,0.008095169067382812,0.00010905617123221255,0.5,5,"{'C': 0.5, 'degree': 5}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
15,0.027849912643432617,0.00033907001477274115,0.008236980438232422,0.00014402452548806956,0.75,1,"{'C': 0.75, 'degree': 1}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
16,0.02766246795654297,0.0004562700112315413,0.008163213729858398,0.0001505265475099624,0.75,2,"{'C': 0.75, 'degree': 2}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
17,0.027492189407348634,0.00043203426993577103,0.008051872253417969,2.9078075707837804e-05,0.75,3,"{'C': 0.75, 'degree': 3}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
18,0.02753605842590332,0.0003737776993327912,0.008115339279174804,3.726030085541243e-05,0.75,4,"{'C': 0.75, 'degree': 4}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
19,0.027533340454101562,0.000362633558418365,0.008165407180786132,7.844477060352727e-05,0.75,5,"{'C': 0.75, 'degree': 5}",0.5993788819875776,0.5962732919254659,0.5962732919254659,0.5981308411214953,0.5981308411214953,0.5976374296163,0.0012034375320269164,1,-0.5976374296163,0.0012034375320269164,0.0012034375320269164
