,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
37,0.005675363540649414,0.00010989647271193385,0.0008485794067382812,5.834975077999011e-06,0.01,30,"{'ccp_alpha': 0.01, 'max_depth': 30}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
38,0.005666923522949219,0.00011669856633917746,0.0008275985717773437,1.1050283193657678e-05,0.01,40,"{'ccp_alpha': 0.01, 'max_depth': 40}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
39,0.005649042129516601,0.00011296023691774598,0.0008237838745117187,7.943883803437373e-06,0.01,50,"{'ccp_alpha': 0.01, 'max_depth': 50}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
40,0.005661153793334961,9.660920878200221e-05,0.0008428573608398437,1.4148008391278783e-05,0.01,75,"{'ccp_alpha': 0.01, 'max_depth': 75}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
41,0.005675649642944336,0.00012182378461989041,0.0008297920227050781,8.578564203522433e-06,0.01,100,"{'ccp_alpha': 0.01, 'max_depth': 100}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
42,0.005655860900878907,0.00011243488543070597,0.0008262157440185547,1.1780483714327317e-05,0.01,150,"{'ccp_alpha': 0.01, 'max_depth': 150}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
43,0.005670928955078125,9.849632183046085e-05,0.0008248329162597656,9.190224452109043e-06,0.01,200,"{'ccp_alpha': 0.01, 'max_depth': 200}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
44,0.005667209625244141,0.00010698561870508423,0.0008200168609619141,2.424847056406235e-06,0.01,500,"{'ccp_alpha': 0.01, 'max_depth': 500}",0.578125,0.5625,0.625,0.5625,0.6039215686274509,0.5864093137254902,0.024526967029940984,41,-0.5864093137254902,0.024526967029940984,0.024526967029940984
45,0.001636838912963867,2.0719987428203062e-05,0.0008220672607421875,1.9896741097833367e-05,0.015,1,"{'ccp_alpha': 0.015, 'max_depth': 1}",0.54296875,0.546875,0.58984375,0.546875,0.5725490196078431,0.5598223039215686,0.01834428605458158,66,-0.5598223039215686,0.01834428605458158,0.01834428605458158
46,0.002055501937866211,5.2724477768574966e-06,0.0008235931396484375,4.938430968236882e-06,0.015,2,"{'ccp_alpha': 0.015, 'max_depth': 2}",0.54296875,0.546875,0.56640625,0.546875,0.5686274509803921,0.5543504901960784,0.010867224769195117,192,-0.5543504901960784,0.010867224769195117,0.010867224769195117
47,0.003471517562866211,3.349033455561323e-05,0.000847625732421875,1.3961967873638034e-05,0.015,5,"{'ccp_alpha': 0.015, 'max_depth': 5}",0.56640625,0.5625,0.63671875,0.58203125,0.592156862745098,0.5879626225490197,0.02661937316955407,40,-0.5879626225490197,0.02661937316955407,0.02661937316955407
48,0.005264806747436524,7.991019714778196e-05,0.0008327960968017578,9.810569647840035e-06,0.015,10,"{'ccp_alpha': 0.015, 'max_depth': 10}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
49,0.005645179748535156,0.00010429482783940888,0.0008238315582275391,4.915356218281421e-06,0.015,15,"{'ccp_alpha': 0.015, 'max_depth': 15}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
50,0.0056704521179199215,0.00010773761784568301,0.000832366943359375,7.941021039351677e-06,0.015,20,"{'ccp_alpha': 0.015, 'max_depth': 20}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
51,0.005678796768188476,0.00010798562554754325,0.0008410453796386719,2.1906814506244674e-05,0.015,25,"{'ccp_alpha': 0.015, 'max_depth': 25}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
52,0.0056836605072021484,8.827336408515165e-05,0.0008366584777832031,2.0167111548566562e-05,0.015,30,"{'ccp_alpha': 0.015, 'max_depth': 30}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
53,0.005714321136474609,9.287101134231142e-05,0.0008433818817138672,1.1859353299491741e-05,0.015,40,"{'ccp_alpha': 0.015, 'max_depth': 40}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
54,0.005700397491455078,0.00011529892904844746,0.0008540630340576171,1.6750767458357428e-05,0.015,50,"{'ccp_alpha': 0.015, 'max_depth': 50}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
55,0.005710601806640625,0.00012818257338911913,0.0008483409881591796,1.7039440751400286e-05,0.015,75,"{'ccp_alpha': 0.015, 'max_depth': 75}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
56,0.005806922912597656,0.00024449696835757503,0.0009482383728027343,0.00016287834612599563,0.015,100,"{'ccp_alpha': 0.015, 'max_depth': 100}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
57,0.005980587005615235,0.00023140866511254157,0.0009900569915771485,0.00016345909623723936,0.015,150,"{'ccp_alpha': 0.015, 'max_depth': 150}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
58,0.005909872055053711,0.0003760007911041946,0.0008709430694580078,3.497268183803229e-05,0.015,200,"{'ccp_alpha': 0.015, 'max_depth': 200}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
59,0.005716705322265625,0.0001114126321152584,0.0008446216583251953,1.3220175844753154e-05,0.015,500,"{'ccp_alpha': 0.015, 'max_depth': 500}",0.56640625,0.5625,0.63671875,0.59375,0.592156862745098,0.5903063725490196,0.026509627974878217,28,-0.5903063725490196,0.026509627974878217,0.026509627974878217
60,0.0016232013702392578,1.4218545276630636e-05,0.0008015632629394531,5.69615866051405e-06,0.02,1,"{'ccp_alpha': 0.02, 'max_depth': 1}",0.54296875,0.546875,0.58984375,0.546875,0.5725490196078431,0.5598223039215686,0.01834428605458158,66,-0.5598223039215686,0.01834428605458158,0.01834428605458158
61,0.002052164077758789,3.095977020669681e-05,0.0008077144622802735,8.116603274949569e-06,0.02,2,"{'ccp_alpha': 0.02, 'max_depth': 2}",0.54296875,0.546875,0.56640625,0.546875,0.5686274509803921,0.5543504901960784,0.010867224769195117,192,-0.5543504901960784,0.010867224769195117,0.010867224769195117
62,0.003453350067138672,3.1346231726970147e-05,0.0008200168609619141,6.057145884781043e-06,0.02,5,"{'ccp_alpha': 0.02, 'max_depth': 5}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
63,0.005256748199462891,6.66516354880388e-05,0.0008219718933105469,1.0877323464604712e-05,0.02,10,"{'ccp_alpha': 0.02, 'max_depth': 10}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
64,0.005652999877929688,0.00011463651234232927,0.0008211612701416015,4.963231205325797e-06,0.02,15,"{'ccp_alpha': 0.02, 'max_depth': 15}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
65,0.005665636062622071,0.00011257978880276218,0.0008243083953857422,7.368021359145621e-06,0.02,20,"{'ccp_alpha': 0.02, 'max_depth': 20}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
66,0.005672264099121094,0.00010847991901307957,0.000832223892211914,1.8108891659755322e-05,0.02,25,"{'ccp_alpha': 0.02, 'max_depth': 25}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
67,0.005741405487060547,0.00018935151317431206,0.0008291721343994141,1.9570898069101023e-05,0.02,30,"{'ccp_alpha': 0.02, 'max_depth': 30}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
68,0.005712318420410156,0.00010684168338715782,0.0008295536041259766,8.436919036843854e-06,0.02,40,"{'ccp_alpha': 0.02, 'max_depth': 40}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
69,0.005684185028076172,0.00013463093317715852,0.0008341312408447265,2.117854939791312e-05,0.02,50,"{'ccp_alpha': 0.02, 'max_depth': 50}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
70,0.005668926239013672,0.00011056787497839672,0.0008387565612792969,5.388470873457584e-06,0.02,75,"{'ccp_alpha': 0.02, 'max_depth': 75}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
71,0.005680513381958008,0.00011179196752947619,0.0008322715759277344,1.1295506373696366e-05,0.02,100,"{'ccp_alpha': 0.02, 'max_depth': 100}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
72,0.005678939819335938,0.00011929646165785695,0.0008269786834716797,8.479929162185057e-06,0.02,150,"{'ccp_alpha': 0.02, 'max_depth': 150}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
73,0.005684947967529297,0.00011935050229871541,0.0008705615997314453,7.6364335728455e-05,0.02,200,"{'ccp_alpha': 0.02, 'max_depth': 200}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
74,0.005682563781738282,0.00011638525468692563,0.0008259773254394531,7.32003281105707e-06,0.02,500,"{'ccp_alpha': 0.02, 'max_depth': 500}",0.55859375,0.55859375,0.58203125,0.5625,0.4980392156862745,0.551951593137255,0.028322554907063376,213,-0.551951593137255,0.028322554907063376,0.028322554907063376
75,0.0016196250915527343,1.4221743186184056e-05,0.0008066177368164062,7.4015818148077195e-06,0.025,1,"{'ccp_alpha': 0.025, 'max_depth': 1}",0.54296875,0.546875,0.58984375,0.546875,0.5725490196078431,0.5598223039215686,0.01834428605458158,66,-0.5598223039215686,0.01834428605458158,0.01834428605458158
76,0.0020270347595214844,5.216955908435002e-06,0.0008101940155029296,7.2807897025552885e-06,0.025,2,"{'ccp_alpha': 0.025, 'max_depth': 2}",0.54296875,0.546875,0.56640625,0.546875,0.5686274509803921,0.5543504901960784,0.010867224769195117,192,-0.5543504901960784,0.010867224769195117,0.010867224769195117
77,0.003455352783203125,3.149920002918565e-05,0.0008625030517578125,9.490492247710723e-05,0.025,5,"{'ccp_alpha': 0.025, 'max_depth': 5}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
78,0.005252695083618164,7.035418383539279e-05,0.0008222579956054688,6.4282884016706185e-06,0.025,10,"{'ccp_alpha': 0.025, 'max_depth': 10}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
79,0.00566864013671875,0.0001078978287794026,0.0008269786834716797,1.7056912386189418e-05,0.025,15,"{'ccp_alpha': 0.025, 'max_depth': 15}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
80,0.005663871765136719,0.00011193319369182248,0.0008213520050048828,1.0433911816870004e-05,0.025,20,"{'ccp_alpha': 0.025, 'max_depth': 20}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
81,0.005673599243164062,0.0001091353486991719,0.0008199691772460937,7.858993904909175e-06,0.025,25,"{'ccp_alpha': 0.025, 'max_depth': 25}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
82,0.005661106109619141,0.00011841764808744007,0.000819253921508789,2.574037471058994e-06,0.025,30,"{'ccp_alpha': 0.025, 'max_depth': 30}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
83,0.005666923522949219,0.00010271966695149129,0.0008264541625976563,7.618359691799765e-06,0.025,40,"{'ccp_alpha': 0.025, 'max_depth': 40}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
84,0.005643701553344727,0.00012889964158894804,0.0008275508880615234,1.2737890515948486e-05,0.025,50,"{'ccp_alpha': 0.025, 'max_depth': 50}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
85,0.005663776397705078,0.00011388231081264131,0.0008341789245605469,1.8772128732483667e-05,0.025,75,"{'ccp_alpha': 0.025, 'max_depth': 75}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
86,0.005666065216064453,0.0001113732168140271,0.0008260726928710938,1.0917800859805055e-05,0.025,100,"{'ccp_alpha': 0.025, 'max_depth': 100}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
87,0.005674314498901367,0.00012517392287805194,0.0008161067962646484,6.217195897295617e-07,0.025,150,"{'ccp_alpha': 0.025, 'max_depth': 150}",0.55859375,0.546875,0.56640625,0.5625,0.5686274509803921,0.5606004901960784,0.007670243427247113,53,-0.5606004901960784,0.007670243427247113,0.007670243427247113
